names,scores,logfoldchanges,pvals,pvals_adj,Cell_Type,n_tumor,n_normal
FKBP2,3.0787272,0.70903426,0.0020788684521243004,0.04875064446318721,Gamma delta T cells,763,573
LYN,-3.0738559,-0.7187077,0.0021131152407690887,0.04939364203342156,Gamma delta T cells,763,573
GFPT2,-3.1062372,-1.8546791,0.0018948472262196626,0.04537153124974909,Gamma delta T cells,763,573
FPGS,-3.1223562,-0.985212,0.0017940979874033847,0.043336901134790606,Gamma delta T cells,763,573
RNF187,-3.1250784,-0.52935344,0.0017775767635297985,0.04308167201258401,Gamma delta T cells,763,573
TRGV10,-3.1262248,-1.8512595,0.0017706623913026885,0.04298609754993054,Gamma delta T cells,763,573
RSL1D1,-3.1393347,-0.5033694,0.0016933188828536438,0.04131640963913891,Gamma delta T cells,763,573
HSD17B11,-3.1471436,-0.9149021,0.001648740189647275,0.040501904590842824,Gamma delta T cells,763,573
SRPRA,-3.1695669,-0.71158767,0.0015266635267825476,0.037889012982875954,Gamma delta T cells,763,573
ECI2,-3.1712146,-0.5103323,0.0015180298677298035,0.03773947449515898,Gamma delta T cells,763,573
DNAJB9,-3.179883,-0.90578794,0.0014733454103477229,0.036754887486760694,Gamma delta T cells,763,573
TARSL2,-3.1866887,-0.9722843,0.0014391154346333613,0.036025192428564196,Gamma delta T cells,763,573
LAMP1,-3.1929932,-0.50227076,0.0014080631889606227,0.03546694487985594,Gamma delta T cells,763,573
NLRP6,-3.2258759,-3.4595423,0.0012558783097256839,0.032161598696320216,Gamma delta T cells,763,573
ABHD5,-3.281755,-1.0816623,0.0010316319947736333,0.026798354277162838,Gamma delta T cells,763,573
FKBP11,-3.283761,-0.60954684,0.0010243177927671274,0.026656212488394906,Gamma delta T cells,763,573
TRGV4,-3.292716,-1.3337866,0.0009922467899981463,0.025928043810421544,Gamma delta T cells,763,573
TUBB2A,-3.2994502,-1.4989076,0.000968744600797443,0.025438776096076594,Gamma delta T cells,763,573
HMCES,-3.302244,-0.93341285,0.0009591458694216321,0.02523251197211199,Gamma delta T cells,763,573
SLC4A7,-3.3072588,-0.77576876,0.0009421379966964594,0.024921014029618046,Gamma delta T cells,763,573
TMEM219,-3.3100529,-0.5742832,0.0009327838011769918,0.02476412627381632,Gamma delta T cells,763,573
TOMM5,-3.3149242,-0.55453044,0.0009166794565137333,0.02442621557329136,Gamma delta T cells,763,573
RNF139,-3.3169303,-0.6890478,0.0009101234537443631,0.024296266148020645,Gamma delta T cells,763,573
MAP4K1,-3.3182197,-0.738097,0.0009059318547850832,0.02424150442613937,Gamma delta T cells,763,573
TLE1,-3.3279629,-1.2131487,0.0008748355637213383,0.02370411193161806,Gamma delta T cells,763,573
ERN1,-3.3622782,-0.70364034,0.0007730216832381696,0.02126397478093741,Gamma delta T cells,763,573
INSIG1,-3.3868508,-0.7768566,0.0007069982025701562,0.019634466397289038,Gamma delta T cells,763,573
TMEM43,-3.399316,-1.3051711,0.000675545741192946,0.018869635770889452,Gamma delta T cells,763,573
PIN1,-3.4352078,-0.60137326,0.0005920996273406716,0.01676534150292011,Gamma delta T cells,763,573
PRCP,-3.4714577,-1.4168699,0.0005176410430357629,0.014772678997405234,Gamma delta T cells,763,573
MAT2B,-3.487075,-0.64846224,0.0004883341610195705,0.014047131164596752,Gamma delta T cells,763,573
MAT2A,-3.503624,-0.64958084,0.0004589729871015475,0.013255249801142297,Gamma delta T cells,763,573
NBN,-3.5224652,-1.1957846,0.00042755306213087494,0.012447213794711528,Gamma delta T cells,763,573
SNX9,-3.5353606,-0.7417032,0.00040721925469138214,0.011879143943809694,Gamma delta T cells,763,573
GEM,-3.5773416,-0.77848023,0.00034710659440755526,0.01039810624116546,Gamma delta T cells,763,573
MAFF,-3.587156,-0.8988539,0.00033430414108286057,0.010077180452766477,Gamma delta T cells,763,573
LBH,-3.5974722,-0.5136341,0.0003213246952850762,0.009787888454904773,Gamma delta T cells,763,573
JAML,-3.611657,-0.7310517,0.000304246781209801,0.009346383603661594,Gamma delta T cells,763,573
IL10RA,-3.6199672,-0.6847207,0.0002946403007645629,0.009119389435496294,Gamma delta T cells,763,573
NUCB1,-3.6711898,-0.7227734,0.00024142394205494468,0.0075773601249305746,Gamma delta T cells,763,573
MARCKSL1,-3.6724076,-0.7317142,0.00024027594043232574,0.007574695663710529,Gamma delta T cells,763,573
ZBTB16,-3.6897445,-0.72143465,0.00022447932346349102,0.007122788007002744,Gamma delta T cells,763,573
SYNGR2,-3.6969802,-0.5944254,0.0002181793407557456,0.00693810303603271,Gamma delta T cells,763,573
TUBA4A,-3.702783,-0.5770109,0.00021324723217122497,0.006811201329548464,Gamma delta T cells,763,573
ADGRG1,-3.7498505,-0.97946495,0.00017694002277858753,0.005831765807707023,Gamma delta T cells,763,573
GPI,-3.7532892,-0.5903076,0.00017452928961514988,0.005778636822520832,Gamma delta T cells,763,573
TUBA1C,-3.7564414,-0.88323295,0.00017234661715292407,0.005732605065714157,Gamma delta T cells,763,573
SESN1,-3.763104,-1.1539141,0.0001678174397882489,0.005594816903908234,Gamma delta T cells,763,573
PSAP,-3.7815154,-0.55729204,0.00015587659750894805,0.005257292515983612,Gamma delta T cells,763,573
CTBP1,-3.784381,-1.0633872,0.00015409163523695651,0.005209233341690476,Gamma delta T cells,763,573
POLR3GL,-3.810243,-0.6194189,0.0001388302704914556,0.004737582980520922,Gamma delta T cells,763,573
TBRG1,-3.8262186,-0.82465565,0.0001301266903584413,0.004472216348684768,Gamma delta T cells,763,573
H1FX,-3.8367498,-0.53570735,0.00012467338591257745,0.004325897411916267,Gamma delta T cells,763,573
PPP1R10,-3.8656924,-0.62061757,0.00011077451672910898,0.003918817805754224,Gamma delta T cells,763,573
ANXA1,-3.8952796,-0.6817148,9.808550650567077e-05,0.0035215860884132764,Gamma delta T cells,763,573
RPN1,-3.9070287,-0.89639443,9.343810510086584e-05,0.0033798898567610697,Gamma delta T cells,763,573
AOAH,-3.940771,-0.5793759,8.122013471923961e-05,0.0030287993021976237,Gamma delta T cells,763,573
HERPUD2,-3.9478633,-0.6736743,7.885178583397398e-05,0.002948078783544624,Gamma delta T cells,763,573
PTPRCAP,-3.9536662,-0.7351643,7.69627620529304e-05,0.0029151157176540575,Gamma delta T cells,763,573
PIM2,-3.9647703,-0.56262976,7.346662920577223e-05,0.002789996477633382,Gamma delta T cells,763,573
IL12RB2,-3.9657733,-1.5248735,7.315835661833238e-05,0.0027856006892385556,Gamma delta T cells,763,573
SF3A2,-4.031109,-0.8160087,5.551429066728155e-05,0.0021476905659489217,Gamma delta T cells,763,573
SF3A1,-4.0562544,-0.81789434,4.9865897928810493e-05,0.0019395421428278468,Gamma delta T cells,763,573
SMDT1,-4.061771,-0.5535936,4.8701860570798054e-05,0.0019045060016185866,Gamma delta T cells,763,573
GNLY,-4.070081,-0.52685094,4.6996768019727556e-05,0.0018528507805924742,Gamma delta T cells,763,573
RBBP6,-4.075669,-0.6096799,4.5882235512528166e-05,0.0018138526383354374,Gamma delta T cells,763,573
SEPHS2,-4.0849104,-1.3891695,4.409378923451182e-05,0.0017575565741987647,Gamma delta T cells,763,573
AKIRIN2,-4.148312,-0.8838535,3.349357759071875e-05,0.0013728571505952113,Gamma delta T cells,763,573
TRAT1,-4.1501746,-0.7513532,3.322217429018634e-05,0.0013694918512954593,Gamma delta T cells,763,573
NGRN,-4.185851,-1.2290843,2.8409928683926393e-05,0.0011812162589877326,Gamma delta T cells,763,573
TRDV1,-4.199105,-1.3620473,2.679723977902622e-05,0.0011304060127193304,Gamma delta T cells,763,573
OAT,-4.2142925,-1.090966,2.50562528998736e-05,0.0010631639976782146,Gamma delta T cells,763,573
ZC3HAV1,-4.2455273,-0.51741475,2.180798577678255e-05,0.0009335495449830375,Gamma delta T cells,763,573
PITPNC1,-4.25219,-0.58538216,2.116902181332062e-05,0.0009088859840265164,Gamma delta T cells,763,573
IQGAP2,-4.274327,-1.0009967,1.9171578535525313e-05,0.0008280405069567635,Gamma delta T cells,763,573
PNPLA2,-4.2956753,-0.6567664,1.741622903754226e-05,0.0007613154620670663,Gamma delta T cells,763,573
FKBP5,-4.3143735,-0.71710485,1.6005622181374648e-05,0.0007082120713832103,Gamma delta T cells,763,573
NDUFV1,-4.3288445,-0.7422304,1.4989360088880912e-05,0.0006673263111569782,Gamma delta T cells,763,573
MAP4,-4.3903117,-0.943084,1.1318826287600032e-05,0.0005133921553457207,Gamma delta T cells,763,573
ABLIM1,-4.4224067,-0.6747677,9.76076100413909e-06,0.00044692547774964717,Gamma delta T cells,763,573
VCP,-4.4468355,-0.624536,8.714444182823762e-06,0.0004028411913139841,Gamma delta T cells,763,573
AREG,-4.4494147,-0.6461086,8.61046068916273e-06,0.00039931011445992157,Gamma delta T cells,763,573
VASP,-4.4542146,-0.58148617,8.420084751993237e-06,0.0003917369976739233,Gamma delta T cells,763,573
CHMP1B,-4.4713364,-0.8441007,7.773225570267697e-06,0.00036280903476194616,Gamma delta T cells,763,573
EGR1,-4.4755635,-0.71637166,7.6210109655419955e-06,0.00035685568822144706,Gamma delta T cells,763,573
TSPYL2,-4.481796,-0.51513433,7.401748339793608e-06,0.00034818124964885793,Gamma delta T cells,763,573
RBM38,-4.5840263,-1.0465491,4.561070136523247e-06,0.0002278781937333127,Gamma delta T cells,763,573
NDUFB9,-4.624861,-0.62739235,3.7484970360159615e-06,0.00018897910666939004,Gamma delta T cells,763,573
LSR,-4.67114,-2.1117244,2.9953209519638653e-06,0.00015478321019273274,Gamma delta T cells,763,573
EZR,-4.680812,-0.5142394,2.857411574644197e-06,0.0001481859787581609,Gamma delta T cells,763,573
ST3GAL1,-4.7184944,-0.7450797,2.375964795128366e-06,0.0001259261341418034,Gamma delta T cells,763,573
NAP1L4,-4.7513056,-0.5538759,2.0210748137417735e-06,0.0001083071536297397,Gamma delta T cells,763,573
ERAP2,-4.8920064,-1.0169313,9.981319272974065e-07,5.5122026168191513e-05,Gamma delta T cells,763,573
IL7R,-4.8945136,-0.618436,9.85490569732645e-07,5.4632425492190196e-05,Gamma delta T cells,763,573
PTGER2,-4.9304056,-0.85504603,8.205913411755979e-07,4.5842224384053e-05,Gamma delta T cells,763,573
HNRNPUL1,-4.951396,-0.68434924,7.368301693158916e-07,4.148325182813866e-05,Gamma delta T cells,763,573
SLA2,-5.022821,-0.6470396,5.091800117592424e-07,2.9005218858836528e-05,Gamma delta T cells,763,573
CDC37,-5.0291967,-0.55658185,4.925383149323338e-07,2.850614751502375e-05,Gamma delta T cells,763,573
HNRNPA0,-5.0718226,-0.53493494,3.940233808545551e-07,2.2988404425744183e-05,Gamma delta T cells,763,573
ARID5B,-5.085148,-1.1668919,3.673400002780267e-07,2.169405087356232e-05,Gamma delta T cells,763,573
FAM3C,-5.0951056,-0.8179247,3.485467311643647e-07,2.066853546400489e-05,Gamma delta T cells,763,573
PTGER4,-5.0978994,-0.5868705,3.4344276994947417e-07,2.0449684931682887e-05,Gamma delta T cells,763,573
ZBTB38,-5.1484776,-0.8029421,2.6260931719913777e-07,1.5766366018897612e-05,Gamma delta T cells,763,573
CKS2,-5.1743393,-0.7150744,2.2871861956172948e-07,1.3904746665708672e-05,Gamma delta T cells,763,573
ABHD14B,-5.2499914,-1.0034603,1.5210639533885765e-07,9.610600149161271e-06,Gamma delta T cells,763,573
ITGA4,-5.262958,-0.8919612,1.4175586931405815e-07,8.995902075022401e-06,Gamma delta T cells,763,573
CREM,-5.2835903,-0.5052242,1.2667628146252986e-07,8.074357341327509e-06,Gamma delta T cells,763,573
TXK,-5.286671,-0.6527451,1.2456240282828372e-07,7.974749586382465e-06,Gamma delta T cells,763,573
ANKRD37,-5.308163,-0.81398886,1.1073562634934213e-07,7.121039011771695e-06,Gamma delta T cells,763,573
NME2,-5.310742,-0.94480765,1.0917980953022228e-07,7.0523333218427955e-06,Gamma delta T cells,763,573
HIGD2A,-5.3179774,-0.5907461,1.0492697015834149e-07,6.808019422515887e-06,Gamma delta T cells,763,573
DUSP5,-5.3836713,-0.7759132,7.298165830314577e-08,4.8217881917270145e-06,Gamma delta T cells,763,573
GYPC,-5.4057364,-0.5354974,6.454259740297306e-08,4.3035338332885585e-06,Gamma delta T cells,763,573
TRDV2,-5.4528756,-4.553355,4.9561722688069706e-08,3.319947062841114e-06,Gamma delta T cells,763,573
GZMB,-5.4540935,-0.51314574,4.922328493845857e-08,3.3126126036025906e-06,Gamma delta T cells,763,573
AP3S1,-5.468565,-1.000329,4.536941452803719e-08,3.0819251587144135e-06,Gamma delta T cells,763,573
METTL9,-5.486976,-0.76815885,4.088719853193482e-08,2.7905512998045518e-06,Gamma delta T cells,763,573
GLIPR1,-5.5171366,-0.53117794,3.44567382673766e-08,2.362817753510294e-06,Gamma delta T cells,763,573
PDCD4,-5.5635595,-0.52066547,2.6432681614748882e-08,1.8299256951378065e-06,Gamma delta T cells,763,573
CCND3,-5.5712967,-0.82784194,2.5285055084574624e-08,1.7673887054043973e-06,Gamma delta T cells,763,573
GPR15,-5.5838337,-1.7920735,2.352739341841875e-08,1.6525138610247618e-06,Gamma delta T cells,763,573
EIF3F,-5.5868425,-0.527996,2.3123539509752965e-08,1.6320706983737349e-06,Gamma delta T cells,763,573
CD8B,-5.6238804,-1.2523159,1.8671509943735813e-08,1.3308279673690319e-06,Gamma delta T cells,763,573
ANXA11,-5.6360593,-0.628619,1.7398574063260572e-08,1.2462374659471149e-06,Gamma delta T cells,763,573
ZYX,-5.6364174,-0.66176414,1.7362440575449695e-08,1.2462374659471149e-06,Gamma delta T cells,763,573
TMIGD2,-5.767948,-0.5259011,8.024245030837356e-09,5.923612313836006e-07,Gamma delta T cells,763,573
LYAR,-5.776115,-1.1593786,7.644505511425609e-09,5.701461352825626e-07,Gamma delta T cells,763,573
PARVB,-5.9191804,-1.522567,3.2355035337277983e-09,2.503449231524466e-07,Gamma delta T cells,763,573
BTG2,-5.984229,-0.5687818,2.1741689543882562e-09,1.700435167623983e-07,Gamma delta T cells,763,573
H2AFX,-5.9966946,-0.850732,2.0137423948316697e-09,1.6009252038911773e-07,Gamma delta T cells,763,573
CD53,-5.997984,-0.512359,1.997820318006754e-09,1.597042109460758e-07,Gamma delta T cells,763,573
DNAJA1,-6.041899,-0.5296303,1.5231039563572487e-09,1.2311615164543592e-07,Gamma delta T cells,763,573
CBLB,-6.1728573,-0.6699703,6.706674769303793e-10,5.60918365532119e-08,Gamma delta T cells,763,573
RBM3,-6.2725086,-0.609542,3.5527712348418434e-10,3.078146526762074e-08,Gamma delta T cells,763,573
DNAJB1,-6.307111,-0.65064,2.842927399933295e-10,2.477970876484027e-08,Gamma delta T cells,763,573
FCMR,-6.392004,-1.0689623,1.6372569547975598e-10,1.462313017220117e-08,Gamma delta T cells,763,573
BRD2,-6.480623,-0.64362484,9.13449209935914e-11,8.260435386601713e-09,Gamma delta T cells,763,573
UBE2S,-6.4864254,-0.88491964,8.789677254997821e-11,7.998606302048016e-09,Gamma delta T cells,763,573
PRR13,-6.495882,-0.6742827,8.254841400316911e-11,7.656365398793934e-09,Gamma delta T cells,763,573
TRGV9,-6.5354986,-2.6022458,6.339790427164288e-11,5.918092109073554e-09,Gamma delta T cells,763,573
SOCS1,-6.735016,-0.6592573,1.6391182884287083e-11,1.6133607153248285e-09,Gamma delta T cells,763,573
CIRBP,-6.789677,-0.58750564,1.123845994646145e-11,1.1214432894162119e-09,Gamma delta T cells,763,573
HNRNPL,-6.80945,-0.90962166,9.797258903783006e-12,9.85401249400955e-10,Gamma delta T cells,763,573
NR4A2,-6.829151,-0.6556902,8.541864724996147e-12,8.703678922955581e-10,Gamma delta T cells,763,573
GPR65,-6.831587,-0.8050903,8.398049397662654e-12,8.617828137218507e-10,Gamma delta T cells,763,573
CNBP,-6.9042296,-0.6149328,5.047658665093644e-12,5.330990746367879e-10,Gamma delta T cells,763,573
CD8A,-6.922068,-1.38822,4.450974825952492e-12,4.735379026228427e-10,Gamma delta T cells,763,573
FOS,-7.0083942,-0.7450572,2.4106888995725252e-12,2.603004305068274e-10,Gamma delta T cells,763,573
CST7,-7.0266623,-0.65778077,2.115324313274297e-12,2.3012501871252484e-10,Gamma delta T cells,763,573
ODC1,-7.1745987,-1.1160934,7.251950123182474e-13,8.197536432213065e-11,Gamma delta T cells,763,573
LITAF,-7.2009625,-0.7938573,5.978904804456652e-13,6.865775683784388e-11,Gamma delta T cells,763,573
FYN,-7.2271824,-0.6141645,4.931168993979451e-13,5.707926733911094e-11,Gamma delta T cells,763,573
SLC25A6,-7.3279085,-0.61318773,2.337724375029124e-13,2.7277849985722903e-11,Gamma delta T cells,763,573
RPL31,-7.460084,-0.56059796,8.646726433028857e-14,1.0425790396624544e-11,Gamma delta T cells,763,573
FXYD5,-7.485158,-0.7244426,7.146106008998307e-14,8.688824188587941e-12,Gamma delta T cells,763,573
PCBP1,-7.5572996,-0.63368964,4.1152354461981154e-14,5.0891745017983355e-12,Gamma delta T cells,763,573
GABARAP,-7.6762934,-0.9066345,1.6375767556545373e-14,2.0784296559267982e-12,Gamma delta T cells,763,573
RGCC,-7.741414,-1.0588021,9.83170033551562e-15,1.2588926739342964e-12,Gamma delta T cells,763,573
GTF2B,-7.7635508,-0.9685735,8.25839002632128e-15,1.0668807615253803e-12,Gamma delta T cells,763,573
MTRNR2L8,-7.8601217,-1.9510205,3.83760557907932e-15,5.094157350798045e-13,Gamma delta T cells,763,573
FTH1,-7.9621367,-0.5566773,1.6909315464319284e-15,2.308121560879582e-13,Gamma delta T cells,763,573
RBKS,-7.975247,-1.628417,1.5207628510852255e-15,2.11576131657232e-13,Gamma delta T cells,763,573
ZNF331,-7.9925838,-0.8151342,1.3213947770421772e-15,1.8562389348566273e-13,Gamma delta T cells,763,573
WAS,-8.037861,-1.0311532,9.142069613815923e-16,1.3096693588346792e-13,Gamma delta T cells,763,573
PNRC1,-8.071101,-0.65080446,6.966686015102868e-16,1.008009799525234e-13,Gamma delta T cells,763,573
TUBA1A,-8.106707,-0.95676905,5.201033176256402e-16,7.678953982372845e-14,Gamma delta T cells,763,573
EEF1D,-8.126765,-0.51977354,4.408968239686818e-16,6.5766352020648e-14,Gamma delta T cells,763,573
PGK1,-8.215528,-0.7207711,2.11233626142666e-16,3.2514248262321643e-14,Gamma delta T cells,763,573
RPSA,-8.266177,-0.5026922,1.383231886369977e-16,2.1754328439007823e-14,Gamma delta T cells,763,573
DAZAP2,-8.279143,-0.80251354,1.2406405864179562e-16,1.9726185324045503e-14,Gamma delta T cells,763,573
SMIM3,-8.334378,-1.2487727,7.790652561671232e-17,1.2524772434980117e-14,Gamma delta T cells,763,573
CDKN1A,-8.334951,-1.1478719,7.753008427916435e-17,1.2524772434980117e-14,Gamma delta T cells,763,573
EIF3L,-8.385744,-0.958932,5.0405901445256775e-17,8.287761227402503e-15,Gamma delta T cells,763,573
SERTAD1,-8.396633,-1.0151228,4.594619732229976e-17,7.64132792018799e-15,Gamma delta T cells,763,573
SMAP2,-8.410747,-1.2206128,4.074097403580243e-17,6.854432015395644e-15,Gamma delta T cells,763,573
CXCR4,-8.432525,-0.8069241,3.38285645990119e-17,5.758417660977685e-15,Gamma delta T cells,763,573
HCLS1,-8.446136,-0.7643661,3.011015069228065e-17,5.1864734567453416e-15,Gamma delta T cells,763,573
KIR2DL4,-8.563626,-0.8926708,1.0937214876176842e-17,1.906633277631358e-15,Gamma delta T cells,763,573
CITED2,-8.637272,-1.1213168,5.75712227180851e-18,1.0283926191456461e-15,Gamma delta T cells,763,573
HERPUD1,-8.650454,-0.9884462,5.129508395801511e-18,9.277357122356507e-16,Gamma delta T cells,763,573
MT-ND5,-8.714858,-0.5282318,2.9112323806178507e-18,5.400336066046113e-16,Gamma delta T cells,763,573
EEF1B2,-8.759562,-0.5713266,1.960115993777582e-18,3.683236144671147e-16,Gamma delta T cells,763,573
KLRC3,-8.824897,-1.2518905,1.095605825196317e-18,2.1136427579687346e-16,Gamma delta T cells,763,573
SYTL3,-9.100711,-0.79589176,8.9742494400617e-20,1.8549773592607534e-17,Gamma delta T cells,763,573
MYH9,-9.3344,-0.84130204,1.0156445207225053e-20,2.161082436813813e-18,Gamma delta T cells,763,573
AC016831.7,-9.427318,-1.2948251,4.207106882043882e-21,9.085467086013872e-19,Gamma delta T cells,763,573
RPS6,-9.502253,-0.5004382,2.05397730523819e-21,4.57215348146021e-19,Gamma delta T cells,763,573
ZFP36L2,-9.64675,-0.7559165,5.073795311473672e-22,1.184076521963106e-19,Gamma delta T cells,763,573
LAPTM5,-9.787309,-0.83546597,1.2764882611550145e-22,3.240264675552966e-20,Gamma delta T cells,763,573
ACTB,-9.8232,-0.58835363,8.945793364472691e-23,2.3113693605456315e-20,Gamma delta T cells,763,573
RPL7A,-9.956306,-0.5661397,2.3669219882146062e-23,6.4616970278258745e-21,Gamma delta T cells,763,573
H3F3B,-9.9762945,-0.6082728,1.935607865060561e-23,5.385828884531011e-21,Gamma delta T cells,763,573
PPDPF,-10.056818,-0.8043278,8.572453073486893e-24,2.480696470405637e-21,Gamma delta T cells,763,573
SIRPG,-10.256264,-1.2807987,1.10915871851272e-24,3.3434203121167807e-22,Gamma delta T cells,763,573
SRGN,-10.309134,-0.60241216,6.4076263957529725e-25,1.972594602556378e-22,Gamma delta T cells,763,573
PCBP2,-10.606941,-0.83460057,2.766586300657124e-26,8.895497152046207e-24,Gamma delta T cells,763,573
SCML4,-10.626212,-1.1990588,2.2506885986394788e-26,7.57330542644526e-24,Gamma delta T cells,763,573
RPL8,-10.707022,-0.52694666,9.434799886980747e-27,3.2502885610648676e-24,Gamma delta T cells,763,573
CD99,-10.708025,-0.79120773,9.333160049303291e-27,3.2502885610648676e-24,Gamma delta T cells,763,573
ZFP36,-10.717912,-0.9015394,8.387600354668373e-27,3.0340047382924174e-24,Gamma delta T cells,763,573
RPL12,-10.774077,-0.53882957,4.563354630466007e-27,1.737557319689807e-24,Gamma delta T cells,763,573
TUBB4B,-11.15427,-1.1825609,6.825040254748565e-29,2.743097429054361e-26,Gamma delta T cells,763,573
MT-ND6,-11.345907,-1.437598,7.771597268623496e-30,3.407492147870102e-27,Gamma delta T cells,763,573
TSC22D3,-11.372414,-0.99101454,5.7378363697446776e-30,2.6780888527043788e-27,Gamma delta T cells,763,573
JUNB,-11.390468,-1.1533567,4.6648112269800885e-30,2.2498384547724963e-27,Gamma delta T cells,763,573
RPL4,-11.4436245,-0.7591945,2.53087749410609e-30,1.3078309450793221e-27,Gamma delta T cells,763,573
RPS3,-11.565197,-0.50359136,6.184905027796951e-31,3.3144218832294104e-28,Gamma delta T cells,763,573
RPL6,-11.756261,-0.6268051,6.557443561182732e-32,3.7951860354701183e-29,Gamma delta T cells,763,573
ARHGDIB,-11.895744,-0.7477347,1.2453824534208763e-32,7.508099466061108e-30,Gamma delta T cells,763,573
HLA-B,-12.107081,-0.56479526,9.687982726857044e-34,6.094583568473676e-31,Gamma delta T cells,763,573
RPL29,-12.267125,-0.5810995,1.3599611641674105e-34,9.370132421113458e-32,Gamma delta T cells,763,573
ATP6V0C,-12.390347,-1.6098647,2.947678944531753e-35,2.132498332421497e-32,Gamma delta T cells,763,573
CD55,-12.78716,-1.5068885,1.9341346910442e-37,1.6461761673363842e-34,Gamma delta T cells,763,573
RPS4Y1,-12.844257,-1.590299,9.263698860308331e-38,8.377278675612579e-35,Gamma delta T cells,763,573
HSPA8,-13.35985,-0.9622593,1.0377324482417586e-40,1.0009967195740002e-37,Gamma delta T cells,763,573
PABPC1,-14.929338,-0.9130411,2.123634595258846e-50,2.3636053045230953e-47,Gamma delta T cells,763,573
SARAF,-15.044034,-1.0858088,3.7780991588590366e-51,4.555443060794283e-48,Gamma delta T cells,763,573
RPLP0,-15.377159,-1.1662523,2.3294503348659756e-53,3.37048168951758e-50,Gamma delta T cells,763,573
CD3E,-15.709855,-1.0451128,1.2947384460721918e-55,2.0815078418020604e-52,Gamma delta T cells,763,573
EEF2,-15.876347,-1.192481,9.240594093985638e-57,1.6712769493234777e-53,Gamma delta T cells,763,573
MT-ATP8,-16.057165,-1.6523178,5.092946012969737e-58,1.228163931027652e-54,Gamma delta T cells,763,573
MTRNR2L12,-18.18122,-2.876402,7.269930092054137e-74,3.5062872833977105e-70,Gamma delta T cells,763,573
MT-ND4L,-21.039152,-1.7336197,2.8747116940790783e-98,2.0797101750815093e-94,Gamma delta T cells,763,573
EEF1A1,-21.402653,-0.87210494,1.262167166574081e-101,1.826229673316038e-97,Gamma delta T cells,763,573
S100A4,8.290812,1.1324462,1.1247840462849604e-16,4.0686250914242733e-13,Helper 17 T cells,2267,110
TMSB4X,8.0027485,0.6247274,1.216723732411514e-15,2.5149679548945995e-12,Helper 17 T cells,2267,110
JUND,6.7244596,2.727563,1.7624538023923716e-11,1.3553291732007803e-08,Helper 17 T cells,2267,110
RGS1,6.312209,1.3180128,2.750799453684739e-10,1.8091507861529314e-07,Helper 17 T cells,2267,110
MYL6,6.1074357,0.7811194,1.0124470301843125e-09,5.634267722975699e-07,Helper 17 T cells,2267,110
CD3D,6.03638,0.83955467,1.5760991475388789e-09,8.144492344907157e-07,Helper 17 T cells,2267,110
SRP14,5.9964066,0.8294935,2.0173137252360975e-09,9.729504096813696e-07,Helper 17 T cells,2267,110
S100A6,5.8363004,0.79874134,5.33725797664438e-09,2.3401450201232586e-06,Helper 17 T cells,2267,110
H3F3A,5.817025,0.7114278,5.990410361835308e-09,2.5492719860410317e-06,Helper 17 T cells,2267,110
LGALS3,5.710193,1.497807,1.1284816669944602e-08,4.296842431511275e-06,Helper 17 T cells,2267,110
RPS29,5.6594086,0.94348025,1.5189562230096426e-08,5.211611115168785e-06,Helper 17 T cells,2267,110
RPS10,5.6560655,2.7736025,1.548823539652068e-08,5.211611115168785e-06,Helper 17 T cells,2267,110
CDC42,5.64689,1.1936684,1.633761126227278e-08,5.372474939859655e-06,Helper 17 T cells,2267,110
NEAT1,5.596248,1.5993586,2.190403378913718e-08,6.7339021649324145e-06,Helper 17 T cells,2267,110
S100A11,5.592834,1.0726467,2.2339298079808964e-08,6.7339021649324145e-06,Helper 17 T cells,2267,110
IGKC,5.5702157,4.0150657,2.5442428172170158e-08,7.3625298644626e-06,Helper 17 T cells,2267,110
ARPC2,5.555848,0.77553195,2.7626717094921542e-08,7.8378621499298e-06,Helper 17 T cells,2267,110
CD2,5.4768972,0.81684804,4.328480273249961e-08,1.2043996360318017e-05,Helper 17 T cells,2267,110
SUB1,5.4263263,0.9035731,5.752574709445426e-08,1.5704528956786013e-05,Helper 17 T cells,2267,110
CTSH,5.372626,2.025317,7.759831246574586e-08,2.0413999692125033e-05,Helper 17 T cells,2267,110
IL2RG,5.1905413,2.5139995,2.0968355788474743e-07,5.0565189983906836e-05,Helper 17 T cells,2267,110
ARPC1B,5.157823,1.3780031,2.498375369250275e-07,5.737935431378132e-05,Helper 17 T cells,2267,110
PSMB8,5.1357026,1.2387633,2.8109177893894865e-07,6.354870233543201e-05,Helper 17 T cells,2267,110
CLEC2B,5.1176367,1.0315118,3.0938816768804175e-07,6.88698061273581e-05,Helper 17 T cells,2267,110
CAPG,5.099997,1.6438439,3.39658747964527e-07,7.446246097422336e-05,Helper 17 T cells,2267,110
CKLF,5.0857005,1.2460865,3.6627146621490426e-07,7.909823648751418e-05,Helper 17 T cells,2267,110
DUSP4,4.9888263,1.6297463,6.074731536374089e-07,0.00012738447913014013,Helper 17 T cells,2267,110
TRAC,4.914214,1.3576566,8.913927499670852e-07,0.00017913280137880216,Helper 17 T cells,2267,110
RBPJ,4.8320627,1.2401779,1.3512559790606418e-06,0.0002678263391921702,Helper 17 T cells,2267,110
PHLDA1,4.796926,1.2866302,1.6111889769466677e-06,0.0003150309906410991,Helper 17 T cells,2267,110
