names,scores,logfoldchanges,pvals,pvals_adj,Cell_Type
IGBP1,3.6258159,0.90455997,0.00028805044945097826,0.011294856241480229,Gamma delta T cells
PGAM1,3.6205394,0.5308068,0.0002939894605667608,0.011465588962103672,Gamma delta T cells
FIBP,3.6091619,0.7213379,0.0003071879185659127,0.011884229929759868,Gamma delta T cells
BIN2,3.6071832,0.6977726,0.00030953918759023773,0.011943260013981733,Gamma delta T cells
SHKBP1,3.6061938,0.92786324,0.0003107211310430554,0.011956978843249916,Gamma delta T cells
MRPL54,3.6017418,0.74017966,0.00031609235593952007,0.012099312957907185,Gamma delta T cells
S100A4,3.593662,0.5245802,0.0003260627937170793,0.012415269900769528,Gamma delta T cells
DECR1,3.5892098,1.236549,0.0003316817258328558,0.01256309657349631,Gamma delta T cells
VOPP1,3.587561,0.9069178,0.0003337857092722927,0.012609779183970765,Gamma delta T cells
UBAC2,3.5555718,0.66979015,0.00037715783508714964,0.014174277184093424,Gamma delta T cells
RBM42,3.5357847,0.77762264,0.0004065657563635783,0.01516134002274385,Gamma delta T cells
IMP3,3.5357847,0.9067377,0.0004065657563635783,0.01516134002274385,Gamma delta T cells
C1orf43,3.5204499,0.6910838,0.0004308155175712673,0.015942377810073315,Gamma delta T cells
PDE4B,3.517152,0.61696875,0.0004362039717183307,0.016069611552208134,Gamma delta T cells
ATP6V0D1,3.516987,0.94806933,0.00043647503905023134,0.016069611552208134,Gamma delta T cells
IL27RA,3.513854,0.94712883,0.0004416552904908894,0.0161780010078802,Gamma delta T cells
TOMM5,3.512535,0.8156473,0.00044385357072783345,0.016217467966820765,Gamma delta T cells
TUBA4A,3.4853277,0.852553,0.00049153456043189,0.01765855560149013,Gamma delta T cells
SLBP,3.485163,0.6465704,0.0004918375773999946,0.01765855560149013,Gamma delta T cells
TSPO,3.4704874,0.7817554,0.0005195146111953928,0.018514425885187535,Gamma delta T cells
SELPLG,3.4660354,0.6443962,0.0005281938022617065,0.01873146109050155,Gamma delta T cells
OLA1,3.4642215,0.7864489,0.0005317683552448588,0.018812118171241714,Gamma delta T cells
STARD3NL,3.461913,0.6705473,0.0005363503899317734,0.018847596199438172,Gamma delta T cells
POLR3GL,3.4617481,0.6207118,0.0005366790817726537,0.018847596199438172,Gamma delta T cells
SNX17,3.4596045,0.5479063,0.0005409691900107513,0.018952259589020727,Gamma delta T cells
AP3S1,3.4564717,0.72481304,0.000547296851307814,0.019127628361286862,Gamma delta T cells
EIF3M,3.454163,0.54336345,0.0005520033848688728,0.019222860078025067,Gamma delta T cells
MARCKSL1,3.44361,1.1911741,0.0005740030077967149,0.019869017989977675,Gamma delta T cells
FPGS,3.4333868,1.3568877,0.0005960912845182558,0.020535344751653913,Gamma delta T cells
PPCS,3.4294293,0.7732421,0.0006048520337108678,0.020738398283797504,Gamma delta T cells
RNF126,3.4239879,0.9404371,0.0006170938296864313,0.021058326938049467,Gamma delta T cells
TRAPPC3,3.4121156,0.8222142,0.0006446077219628235,0.021893965091737307,Gamma delta T cells
NFKBIZ,3.403706,0.6042846,0.0006647824294163702,0.022473684512209022,Gamma delta T cells
NDUFA10,3.399089,0.7316449,0.0006761068561281608,0.022713243617525716,Gamma delta T cells
MAT2B,3.399089,0.723691,0.0006761068561281608,0.022713243617525716,Gamma delta T cells
ADIPOR1,3.3984296,0.8656141,0.0006777391936487024,0.022713243617525716,Gamma delta T cells
CARHSP1,3.3982646,0.87553805,0.0006781478500774835,0.022713243617525716,Gamma delta T cells
MAP2K3,3.3850732,0.86482805,0.0007115925926068281,0.02377836771923371,Gamma delta T cells
MTRNR2L8,3.383919,0.763649,0.0007145907701711973,0.023823534224901046,Gamma delta T cells
TWF2,3.3779829,0.65938306,0.0007301962250612023,0.024278357676952064,Gamma delta T cells
ZFAND5,3.3768287,0.50641966,0.0007332671438819581,0.024278357676952064,Gamma delta T cells
KDELR1,3.3697383,0.86369544,0.0007523960794952804,0.024854837612368064,Gamma delta T cells
SLC2A3,3.365616,0.5873864,0.0007637295402703571,0.025114551632208628,Gamma delta T cells
GYG1,3.3621533,0.6376362,0.0007733719275716804,0.02537396467128037,Gamma delta T cells
ATP6V0E2,3.3558874,1.2364185,0.0007911079067738202,0.02589715000703711,Gamma delta T cells
NDUFB7,3.333627,0.51197755,0.0008572156586935737,0.027747322965631583,Gamma delta T cells
UBE2J1,3.3328025,0.87795234,0.0008597597644527561,0.027767553642560106,Gamma delta T cells
CSF1,3.3273609,1.1662748,0.0008767272504431302,0.02818970352591478,Gamma delta T cells
TMEM179B,3.314994,0.70821303,0.0009164507506326789,0.02917001238995749,Gamma delta T cells
FBXO7,3.31384,0.7714232,0.0009202421374722513,0.02917001238995749,Gamma delta T cells
DNAJC8,3.2965262,0.52142376,0.0009788851278869533,0.030590688802151895,Gamma delta T cells
MPC2,3.295207,0.52765983,0.000983492119475052,0.03066842128595803,Gamma delta T cells
RAB7A,3.267835,0.51450986,0.001083735785638101,0.0334340577449844,Gamma delta T cells
MRPL11,3.2656913,0.592824,0.0010919723367891724,0.03358419634308119,Gamma delta T cells
ALKBH7,3.2653615,0.51688904,0.0010932446248939967,0.03358419634308119,Gamma delta T cells
LAMTOR1,3.2600849,0.5827424,0.0011137885790558036,0.033922673378317836,Gamma delta T cells
TNIP1,3.2592604,0.7268793,0.0011170306298666363,0.033922673378317836,Gamma delta T cells
MAD2L2,3.2589307,0.6949427,0.0011183298915928958,0.033922673378317836,Gamma delta T cells
OPTN,3.2421117,0.72274756,0.0011864752165228706,0.03583947788699251,Gamma delta T cells
UBE2V2,3.235186,0.8167241,0.0012156342884666483,0.03641617498928351,Gamma delta T cells
LSM10,3.2282608,0.8316637,0.0012454540464078806,0.03723238553197443,Gamma delta T cells
CASP4,3.2244682,0.58360726,0.0012620687323152521,0.03765128348014306,Gamma delta T cells
GPS1,3.2236438,1.2420797,0.00126570759321091,0.037682146432445794,Gamma delta T cells
DNPH1,3.2223246,0.76594394,0.0012715499232911502,0.0377443549551926,Gamma delta T cells
KLRC3,3.2219949,0.8983536,0.0012730143906375,0.0377443549551926,Gamma delta T cells
ACAA1,3.215399,1.0631119,0.0013026326868439734,0.0385435426297453,Gamma delta T cells
IFI27L2,3.2112768,0.5239149,0.0013214657297041547,0.0390209951899784,Gamma delta T cells
URM1,3.206165,1.0589291,0.001345167579434351,0.03955940997324314,Gamma delta T cells
CYB5R3,3.1979206,0.5847898,0.0013842241435897923,0.040543196626722074,Gamma delta T cells
BIN1,3.1979206,0.53807473,0.0013842241435897923,0.040543196626722074,Gamma delta T cells
MRPS34,3.1872025,0.521459,0.0014365613547531611,0.04165452152690078,Gamma delta T cells
GRINA,3.1858835,1.3090881,0.0014431274221606786,0.041749182442207246,Gamma delta T cells
NCR2,3.179123,2.010804,0.001477214806632186,0.04257733274334881,Gamma delta T cells
DNAJA2,3.1748357,0.75821865,0.001499214003647167,0.04303993535470409,Gamma delta T cells
LMAN2,3.1717026,0.5000563,0.0015154807852782806,0.0432494901029417,Gamma delta T cells
DENND6B,3.1692293,1.3621054,0.0015284376558147188,0.04344786727305141,Gamma delta T cells
RASSF1,3.163458,0.5504234,0.0015590681301203598,0.04414512088984635,Gamma delta T cells
DNAJC7,3.16049,0.78338605,0.0015750401132016438,0.044250981355173954,Gamma delta T cells
SBDS,3.16049,0.5938711,0.0015750401132016438,0.044250981355173954,Gamma delta T cells
STRAP,3.1596656,0.54061043,0.0015795034353558144,0.04429037830651798,Gamma delta T cells
CCDC124,3.1517508,0.76306707,0.001622947683512657,0.045235078277985064,Gamma delta T cells
ARIH2,3.151256,0.69726384,0.001625699129487334,0.045235078277985064,Gamma delta T cells
MIEN1,3.1416924,0.6051843,0.001679744726037968,0.04647079625438501,Gamma delta T cells
H2AFJ,3.1350965,0.64034224,0.001717975340795641,0.04725738632314093,Gamma delta T cells
RNF167,3.1293254,0.70939296,0.001752081856435414,0.04808387361221488,Gamma delta T cells
YDJC,3.1256979,1.142465,0.00177383773461643,0.04842577015502854,Gamma delta T cells
SMAP1,3.1245434,0.6316108,0.0017808119663568246,0.04852461081208455,Gamma delta T cells
UBALD2,-3.1189373,-1.0018531,0.001815046730523511,0.04908768438120502,Gamma delta T cells
TRIM56,-3.1197617,-1.5948803,0.0018099745600125353,0.04904217585921606,Gamma delta T cells
PURA,-3.1397135,-1.6861408,0.0016911309204720077,0.04660756816820853,Gamma delta T cells
SLC38A2,-3.152905,-0.9907971,0.001616544301979294,0.04515401448907028,Gamma delta T cells
PELO,-3.1662612,-1.5639011,0.0015441205568520596,0.04380760850410284,Gamma delta T cells
GNAI2,-3.1853888,-0.6098496,0.0014455968210343377,0.041749182442207246,Gamma delta T cells
TRGC1,-3.1916547,-1.3819253,0.0014146036515141254,0.041100201272606184,Gamma delta T cells
HIC1,-3.1961067,-1.4749756,0.0013929557502799644,0.040716518688486476,Gamma delta T cells
ATXN7,-3.2091331,-1.7613211,0.001331357903969586,0.039233029557099675,Gamma delta T cells
GPBP1,-3.2704732,-0.7307035,0.0010736773812391994,0.03319452570331191,Gamma delta T cells
HSPA1A,-3.2721221,-0.5571311,0.0010674348037903575,0.03307219309645114,Gamma delta T cells
PSMA2,-3.278388,-1.2023443,0.001044017966176284,0.03241608573520312,Gamma delta T cells
GABPB1,-3.2975154,-1.3452313,0.0009754430071708777,0.030549101451851583,Gamma delta T cells
IL7R,-3.3024623,-0.64045966,0.0009583999110915614,0.030145844159964786,Gamma delta T cells
DDX18,-3.31351,-0.8545958,0.000921328057378573,0.02917001238995749,Gamma delta T cells
CD160,-3.3275259,-0.56260794,0.0008762085552571565,0.02818970352591478,Gamma delta T cells
CCL4,-3.347148,-0.70906687,0.000816475944615203,0.026607185681615703,Gamma delta T cells
CTSD,-3.4622428,-0.82003754,0.0005356935688852554,0.018847596199438172,Gamma delta T cells
AUTS2,-3.4917586,-1.2997086,0.00047985178971299085,0.017357438863393162,Gamma delta T cells
KLF13,-3.515833,-1.0630292,0.00043837691790405477,0.016098669099375046,Gamma delta T cells
CLEC2D,-3.5397422,-0.7358743,0.0004005180625157409,0.015013201674974755,Gamma delta T cells
KLRC2,-3.593662,-0.6734897,0.0003260627937170793,0.012415269900769528,Gamma delta T cells
HIPK1,-3.6038854,-1.5700523,0.0003134954516827934,0.012031739231825829,Gamma delta T cells
PPP1R14B,-3.6551669,-1.3833858,0.00025701483073794395,0.01021633952183327,Gamma delta T cells
DDX24,-3.7003472,-0.5522612,0.00021530463056916013,0.008875335326795379,Gamma delta T cells
NDUFB1,-3.706778,-0.93451583,0.00020991273882914178,0.008702657358506739,Gamma delta T cells
MDM4,-3.7293682,-1.3769312,0.00019196039954569113,0.008050652234859726,Gamma delta T cells
TNRC6B,-3.730028,-1.1912135,0.00019145858686594298,0.008050652234859726,Gamma delta T cells
ZNF765,-3.7697668,-4.558351,0.00016340007903108234,0.007036415903275983,Gamma delta T cells
GPR171,-3.7752085,-0.97193617,0.00015987397577657818,0.006905124046302417,Gamma delta T cells
SERPINB9,-3.8090112,-1.1536666,0.00013952359906976947,0.006136069771855606,Gamma delta T cells
CDV3,-3.9842918,-0.89215106,6.768168155196937e-05,0.003253442692277225,Gamma delta T cells
CXCR4,-4.022382,-0.6286851,5.761255405853414e-05,0.0028353606961664304,Gamma delta T cells
HECA,-4.072674,-1.8544317,4.647645552479156e-05,0.0023349577603757263,Gamma delta T cells
MEX3C,-4.25521,-2.1956449,2.0885315024421284e-05,0.0012087584923534062,Gamma delta T cells
CLDND1,-4.365523,-0.89810264,1.2681915553979892e-05,0.0007775196447056571,Gamma delta T cells
INTS6,-4.395368,-1.9207107,1.1058516815003728e-05,0.0006926652805034154,Gamma delta T cells
RNF213,-4.465777,-0.76386595,7.977861904166387e-06,0.0005270853145725273,Gamma delta T cells
JCHAIN,-4.490346,-2.0718908,7.110753740062219e-06,0.00047853719006958254,Gamma delta T cells
SPRY1,-4.61418,-0.9137826,3.946499381235979e-06,0.00028268267102526425,Gamma delta T cells
PRDM1,-4.638914,-1.1592153,3.502447010621434e-06,0.0002563526368012595,Gamma delta T cells
CD3D,-4.706025,-0.640067,2.5259333360026733e-06,0.00019235647072959303,Gamma delta T cells
MBNL1,-4.715424,-0.6788648,2.4120787208388697e-06,0.00018465802651755346,Gamma delta T cells
IKZF2,-4.7220197,-1.4350507,2.3351402418552492e-06,0.00017971885191172128,Gamma delta T cells
CNOT6L,-4.743291,-1.0099791,2.102740479189568e-06,0.00016445703780212898,Gamma delta T cells
KLRD1,-4.9147787,-0.63962483,8.888276344851815e-07,7.433784418130688e-05,Gamma delta T cells
IL2RG,-4.92863,-1.2767854,8.280833948888462e-07,6.9660108375853e-05,Gamma delta T cells
DDX17,-5.501136,-1.0204998,3.773526939303539e-08,4.2324931228513875e-06,Gamma delta T cells
JUND,-5.808,-1.1533707,6.322345192728754e-09,7.818633555007892e-07,Gamma delta T cells
TXNIP,-5.9174886,-0.99614346,3.2689444326797287e-09,4.148978683898508e-07,Gamma delta T cells
GNAS,-6.466085,-0.8836882,1.0057439140541659e-10,1.7323938919583007e-08,Gamma delta T cells
RUNX3,-6.5087924,-0.9839472,7.575738751471267e-11,1.3532514073461454e-08,Gamma delta T cells
IGLC2,-6.5313826,-1.8841665,6.516532367170338e-11,1.1935152762099699e-08,Gamma delta T cells
NEAT1,-6.5543027,-1.1023843,5.5902525908073725e-11,1.0633021483640116e-08,Gamma delta T cells
CD3G,-6.8248906,-1.0474533,8.799224923837044e-12,1.900238588402958e-09,Gamma delta T cells
HNRNPH1,-6.8664436,-1.4192315,6.5822178778798986e-12,1.4430016738643069e-09,Gamma delta T cells
RPS17,-7.4293857,-1.2976866,1.09103103067027e-13,3.358750634631518e-11,Gamma delta T cells
ETS1,-7.4722576,-1.2660133,7.883038676365315e-14,2.4795584045289073e-11,Gamma delta T cells
MT-ATP6,-8.036354,-0.50159544,9.25509497478189e-16,3.938587329121152e-13,Gamma delta T cells
RPS10,-8.298697,-1.4454916,1.0525873745222174e-16,4.9128666845038595e-14,Gamma delta T cells
TRGC2,-8.353442,-1.9243493,6.630195787395017e-17,3.4261536731363754e-14,Gamma delta T cells
RPS26,-9.199999,-0.9264836,3.579533971500245e-20,3.4528184689091364e-17,Gamma delta T cells
ITGA1,-9.220446,-1.8549554,2.958682346350969e-20,3.057798204953727e-17,Gamma delta T cells
MALAT1,-9.498784,-1.0685564,2.1235610027568768e-21,2.560483679074104e-18,Gamma delta T cells
MT-ND2,-9.585517,-0.8819802,9.199571994572978e-22,1.3310860718947642e-18,Gamma delta T cells
IGHA1,-9.838462,-2.1173148,7.68772328625856e-23,1.2359296469875013e-19,Gamma delta T cells
IGKC,-9.900791,-1.8014951,4.129953743527522e-23,8.536614387871388e-20,Gamma delta T cells
MT-ND3,-10.810996,-0.95454854,3.0533564460175637e-27,1.1044753604357033e-23,Gamma delta T cells
RPS29,-11.267253,-1.1586082,1.9041785497970893e-29,1.3775779718507043e-25,Gamma delta T cells
MT-ND4,-12.036805,-1.3908724,2.2759982393104217e-33,3.2931418524582495e-29,Gamma delta T cells
MTRNR2L12,15.462673,2.461815,6.19723616902688e-54,4.4833905064824965e-50,Helper 17 T cells
ACTB,13.793252,1.0193194,2.798539891548794e-43,5.7845819558313575e-40,Helper 17 T cells
JUN,13.282489,1.3713576,2.925088039782395e-40,5.290387355951434e-37,Helper 17 T cells
PFN1,13.064166,1.0272291,5.2759362538868045e-39,8.48194685083202e-36,Helper 17 T cells
RPLP0,12.861707,0.9744537,7.39258684366287e-38,1.0696333904095808e-34,Helper 17 T cells
ARHGDIB,12.398651,0.8106839,2.6575826231028703e-35,3.495687543061403e-32,Helper 17 T cells
RPS4Y1,12.194754,1.8032091,3.3150493708376906e-34,3.689649949742349e-31,Helper 17 T cells
CD74,11.776529,1.2006963,5.157317977720461e-32,4.663827113727335e-29,Helper 17 T cells
CD3E,11.633205,0.79855466,2.794045637583259e-31,2.2894747899072786e-28,Helper 17 T cells
MT-ND4L,11.631567,1.0673095,2.848195882115627e-31,2.2894747899072786e-28,Helper 17 T cells
LAPTM5,11.440735,0.8109524,2.6165879936479914e-30,1.8929705840046392e-27,Helper 17 T cells
GAPDH,11.3275385,0.8011228,9.586090754439865e-30,6.604816529809068e-27,Helper 17 T cells
HSPA8,11.04129,0.7994004,2.415392285251869e-28,1.4561796239712205e-25,Helper 17 T cells
PPDPF,10.983753,0.8800824,4.575127331019138e-28,2.647900694100636e-25,Helper 17 T cells
MT-ATP8,10.901402,1.3989958,1.1349388018613264e-27,6.315934432358281e-25,Helper 17 T cells
ACTG1,10.730908,0.73433226,7.287609707563576e-27,3.765872316383478e-24,Helper 17 T cells
CAPZB,10.533324,0.9701811,6.065417782641501e-26,3.0262251688634446e-23,Helper 17 T cells
SH3BGRL3,10.154656,0.65041554,3.1592109538476047e-24,1.4284569778506562e-21,Helper 17 T cells
RAC2,10.052728,0.75604755,8.935934509485633e-24,3.91800110356811e-21,Helper 17 T cells
DNAJB1,9.860337,1.0660927,6.18414520199657e-23,2.4855110257691217e-20,Helper 17 T cells
CAPG,9.729719,1.477367,2.2521344795820022e-22,8.807063185154592e-20,Helper 17 T cells
UCP2,9.562102,1.0315895,1.1538891638664696e-21,4.280928797944602e-19,Helper 17 T cells
LCK,9.555189,0.86999446,1.233579487467482e-21,4.462165401041749e-19,Helper 17 T cells
FXYD5,9.44419,0.8154648,3.581621895079421e-21,1.2639631024366863e-18,Helper 17 T cells
GABARAP,9.347576,1.0597306,8.967962507727994e-21,3.0176151052166594e-18,Helper 17 T cells
ATP6V0C,9.268742,1.5037682,1.8835496691523314e-20,6.056240036214463e-18,Helper 17 T cells
SLC25A6,9.257474,0.76956564,2.0932582773001668e-20,6.584207394403503e-18,Helper 17 T cells
HSPB1,9.213202,1.3521866,3.165382692911996e-20,9.533199904015605e-18,Helper 17 T cells
CD99,9.211084,0.7709173,3.228466343885304e-20,9.533199904015605e-18,Helper 17 T cells
RPL4,8.920201,0.57701695,4.654412942849357e-19,1.2950904013478335e-16,Helper 17 T cells
PCBP2,8.834655,0.7163043,1.0040806785168322e-18,2.741140252350952e-16,Helper 17 T cells
HCLS1,8.82071,0.90497684,1.1373650251463415e-18,3.0475063979337806e-16,Helper 17 T cells
CD82,8.631475,1.2815014,6.056532382790284e-18,1.5648565544034397e-15,Helper 17 T cells
PKM,8.4987,0.97748363,1.9172476140340603e-17,4.866781706571722e-15,Helper 17 T cells
CORO1A,8.481839,0.66734034,2.216622786276103e-17,5.529709499073954e-15,Helper 17 T cells
HSPA1B,8.065812,1.0100291,7.275057004521366e-16,1.594890906036661e-13,Helper 17 T cells
LSP1,7.809731,0.6922551,5.731007713774244e-15,1.184599294437136e-12,Helper 17 T cells
TPI1,7.7893133,0.701499,6.737427650331853e-15,1.3730118404598815e-12,Helper 17 T cells
GSTK1,7.754751,0.7589359,8.851691084212699e-15,1.7788210874649104e-12,Helper 17 T cells
EEF2,7.6515036,0.5317841,1.9864275900779676e-14,3.832216106778415e-12,Helper 17 T cells
RHOA,7.649226,0.5412598,2.0219249331894225e-14,3.849372612936546e-12,Helper 17 T cells
COTL1,7.623734,0.85202825,2.4644122489976275e-14,4.630854653343724e-12,Helper 17 T cells
DAZAP2,7.620497,0.7146304,2.5270010316434567e-14,4.687586913698612e-12,Helper 17 T cells
PSME1,7.5644784,0.593712,3.8942400988838444e-14,6.9562666655247344e-12,Helper 17 T cells
CD52,7.4713,0.56642437,7.9406431086695e-14,1.384255001678783e-11,Helper 17 T cells
RARRES3,7.427707,0.6728931,1.1049602801733149e-13,1.8809023875091404e-11,Helper 17 T cells
RNF167,7.414122,1.0662372,1.2243297025875748e-13,2.059863542644142e-11,Helper 17 T cells
HSPA1A,7.3732066,0.97892666,1.6657178848946123e-13,2.738780917788653e-11,Helper 17 T cells
SYNGR2,7.3489933,1.2221776,1.9970537155193636e-13,3.246670810095469e-11,Helper 17 T cells
FKBP8,7.3081975,0.8408761,2.7074938527148984e-13,4.258122669014333e-11,Helper 17 T cells
RBM3,7.2911363,0.745399,3.0735181024735377e-13,4.781799292977378e-11,Helper 17 T cells
BAG3,7.2489023,1.8847846,4.20163019890351e-13,6.399303931361566e-11,Helper 17 T cells
SASH3,7.240951,1.2253114,4.4554970968015683e-13,6.715269530585614e-11,Helper 17 T cells
EIF3F,7.2163377,0.6247085,5.340633001107649e-13,7.966352463198616e-11,Helper 17 T cells
LAT,7.1987567,0.99126035,6.076398844824366e-13,8.971368865894261e-11,Helper 17 T cells
SELPLG,7.1485314,1.0809902,8.771106829196065e-13,1.277985827112408e-10,Helper 17 T cells
C12orf57,7.1475725,0.66903543,8.832578803734936e-13,1.277985827112408e-10,Helper 17 T cells
MIR4435-2HG,7.117885,1.3153689,1.09595768498172e-12,1.5700407667327236e-10,Helper 17 T cells
PPP1CA,7.0963483,0.8140236,1.280962761439658e-12,1.8170833524774914e-10,Helper 17 T cells
PPP1R15A,7.079327,0.6849702,1.4485622181379052e-12,2.034878323712364e-10,Helper 17 T cells
EVL,7.060268,0.56487024,1.6618207790366516e-12,2.3120081588347416e-10,Helper 17 T cells
ATF3,7.043446,1.181883,1.8754259511828658e-12,2.559956423364612e-10,Helper 17 T cells
ZYX,7.0202312,0.9524963,2.215011346438141e-12,2.995233567440511e-10,Helper 17 T cells
SLC9A3R1,6.9835515,1.0398914,2.878102085283075e-12,3.844472298025479e-10,Helper 17 T cells
DEF6,6.982672,0.9622614,2.8961744452607453e-12,3.844472298025479e-10,Helper 17 T cells
GPSM3,6.849697,0.6532848,7.40064815535121e-12,9.542497404616451e-10,Helper 17 T cells
CNN2,6.832636,0.8539024,8.336844449746638e-12,1.0581210731875799e-09,Helper 17 T cells
IL17A,6.7991924,2.2540717,1.0520738456526789e-11,1.3236918671955313e-09,Helper 17 T cells
OSTF1,6.721916,0.62405604,1.7934986313729714e-11,2.180683335910548e-09,Helper 17 T cells
PGAM1,6.7134056,0.72752255,1.901335588081942e-11,2.292535385329801e-09,Helper 17 T cells
CTSC,6.688393,0.7309062,2.2563465990971916e-11,2.698105697713824e-09,Helper 17 T cells
EGR1,6.67281,1.6724882,2.50951389311329e-11,2.9520452454842437e-09,Helper 17 T cells
STK17A,6.6567073,0.63673806,2.8002981171380884e-11,3.2675414078121775e-09,Helper 17 T cells
CNBP,6.57168,0.5305237,4.975066969110428e-11,5.7000872602353305e-09,Helper 17 T cells
EIF3L,6.5327225,0.6713781,6.45847357929019e-11,7.2440042030038575e-09,Helper 17 T cells
SIRPG,6.5188575,0.8483999,7.084485703415271e-11,7.885032587901196e-09,Helper 17 T cells
PTPRCAP,6.4501324,1.216409,1.1175240278107648e-10,1.2157485081499214e-08,Helper 17 T cells
CTSH,6.429835,1.000266,1.2774285407488732e-10,1.3793368325444363e-08,Helper 17 T cells
SEPT1,6.372537,0.690336,1.8592649081188036e-10,1.9580543709296792e-08,Helper 17 T cells
CACYBP,6.358672,0.6943787,2.0350522892776194e-10,2.1183576671624372e-08,Helper 17 T cells
LDHB,6.344807,0.5701571,2.2270409106420303e-10,2.3016467811485382e-08,Helper 17 T cells
WDR1,6.2703686,0.76437557,3.601949643638237e-10,3.6962134321845144e-08,Helper 17 T cells
TAGLN2,6.2680507,0.5365393,3.655953301543293e-10,3.7252104450725285e-08,Helper 17 T cells
PSMB10,6.2608986,0.7687155,3.82765179994019e-10,3.845992631481571e-08,Helper 17 T cells
SHISA5,6.2512293,0.8941167,4.07234693888451e-10,4.063640541980688e-08,Helper 17 T cells
ARRB2,6.2380037,0.9783362,4.431904048122627e-10,4.392138333718239e-08,Helper 17 T cells
POLR2E,6.1857405,0.93032026,6.18115943789798e-10,6.042918642361207e-08,Helper 17 T cells
EIF3H,6.180986,0.57979953,6.37025707341342e-10,6.185989905719381e-08,Helper 17 T cells
ZFP36L1,6.1608477,0.5652365,7.235656395086402e-10,6.93329221062948e-08,Helper 17 T cells
RALY,6.1565323,0.71340173,7.435497635657428e-10,7.07790890067943e-08,Helper 17 T cells
LCP2,6.1415887,0.6543732,8.170020008943567e-10,7.726275784928396e-08,Helper 17 T cells
LGALS3,6.1262054,0.6685609,8.999959489618516e-10,8.455871029564306e-08,Helper 17 T cells
ANXA11,6.123848,0.7906922,9.134204241110752e-10,8.52663233320203e-08,Helper 17 T cells
PSMA6,6.0857697,0.9618895,1.1593314674570966e-09,1.075279936066457e-07,Helper 17 T cells
LPXN,6.0736227,0.77338284,1.2505635116508924e-09,1.1452154082327065e-07,Helper 17 T cells
HMOX2,6.0353045,0.9775181,1.5866324954713579e-09,1.425899725277955e-07,Helper 17 T cells
NME2,6.0310693,1.37709,1.6287854168680971e-09,1.4547466788064505e-07,Helper 17 T cells
GNB2,6.0160055,0.6893928,1.7877351150236563e-09,1.5791868653522577e-07,Helper 17 T cells
SF3B2,6.0158057,0.7541161,1.7899415710675948e-09,1.5791868653522577e-07,Helper 17 T cells
ABHD14B,5.9939094,0.9067686,2.0485532567442034e-09,1.7855733175802338e-07,Helper 17 T cells
EID1,5.8954167,0.61350846,3.7373662436267685e-09,3.1439507080834717e-07,Helper 17 T cells
CSTB,5.876238,0.6315833,4.1969539479927376e-09,3.489984291580857e-07,Helper 17 T cells
RAB1B,5.8718424,0.9566794,4.309779536307038e-09,3.563325720618659e-07,Helper 17 T cells
ACP5,5.867847,1.4361542,4.41490595200103e-09,3.6211912602395274e-07,Helper 17 T cells
ARF5,5.8002806,0.60463536,6.620407253052314e-09,5.321704030245219e-07,Helper 17 T cells
SERTAD1,5.787934,0.78796256,7.125740686064343e-09,5.664963845421153e-07,Helper 17 T cells
PRR13,5.7829795,0.6107172,7.338906439743593e-09,5.771012895470111e-07,Helper 17 T cells
TRAF3IP3,5.762362,0.77565837,8.29449359932472e-09,6.452313327345665e-07,Helper 17 T cells
NCF4,5.755849,1.6635333,8.620745366424932e-09,6.670244101968039e-07,Helper 17 T cells
VCP,5.7396264,0.7677181,9.488552434451045e-09,7.302652402876179e-07,Helper 17 T cells
ICOS,5.7084208,0.82231647,1.1402934615363524e-08,8.683634786826043e-07,Helper 17 T cells
CDC37,5.6603928,0.6127831,1.5102678941407402e-08,1.1381284458501235e-06,Helper 17 T cells
CD5,5.6524816,0.9912856,1.5814777594125133e-08,1.1856166684424693e-06,Helper 17 T cells
PSMB8,5.6279483,0.55855083,1.8236574538532936e-08,1.3531538307591438e-06,Helper 17 T cells
GYPC,5.6140833,0.55942744,1.976069086332142e-08,1.4513575436619167e-06,Helper 17 T cells
POLD4,5.6037745,0.94705516,2.0973339145819194e-08,1.53264264697403e-06,Helper 17 T cells
CITED2,5.556746,0.78258353,2.7485048634510802e-08,1.998397832626818e-06,Helper 17 T cells
NGRN,5.5403237,1.5643306,3.0191296480272436e-08,2.184189343865309e-06,Helper 17 T cells
CD4,5.5368476,1.1509929,3.079644101679262e-08,2.216884104835684e-06,Helper 17 T cells
RAP1B,5.51595,0.5346601,3.469002806504472e-08,2.4848020597679805e-06,Helper 17 T cells
TBCB,5.4973307,0.75005776,3.8558343504835416e-08,2.721466693519335e-06,Helper 17 T cells
CORO1B,5.4863825,0.897117,4.102480364217716e-08,2.8814945820323366e-06,Helper 17 T cells
ATP6V1F,5.4839053,0.63031346,4.1603773217215535e-08,2.886079018594689e-06,Helper 17 T cells
TBC1D10C,5.483546,0.7049491,4.1688472934293316e-08,2.886079018594689e-06,Helper 17 T cells
FLT3LG,5.4625287,0.86507607,4.694001192371698e-08,3.2341668215440998e-06,Helper 17 T cells
RHBDD2,5.396001,1.156647,6.814256975614332e-08,4.650730385856782e-06,Helper 17 T cells
OXA1L,5.3897676,0.8279432,7.054878463669875e-08,4.7636283032410235e-06,Helper 17 T cells
HNRNPA0,5.3897276,0.5698844,7.056447142805633e-08,4.7636283032410235e-06,Helper 17 T cells
